OBJECTID,BasinCode,Description,Latitude,Longitude,Ecoregion,Planning_Segment,WebData,County,HUC8,Basin,Status,Title,AssessmentUnit,x,y
1823,WHI0095,Holman Creek at Hwy 23 Bridge nr. Huntsville,36.12,-93.73,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0095#display,44,11010001,WHI0095,A,Water Quality Monitoring Station,AR_11010001_059,-10434423.752,4317798.934
1824,WHI0096,Holman Creek off SR23 BL Smyrna Cr. confl. nr Huntsville,36.14,-93.73,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0096#display,44,11010001,WHI0096,A,Water Quality Monitoring Station,AR_11010001_059,-10433765.544,4319406.734
1825,WHI0097,W Fork White River on Woolsey Rd at Woolsey Bridge,35.89,-94.17,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0097#display,72,11010001,WHI0097,A,Water Quality Monitoring Station,AR_11010001_024,-10482767.635,4284851.126
1826,WHI0098,W Fork White River on CR240/W Dye Creek Rd near W Fork,35.94,-94.19,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0098#display,72,11010001,WHI0098,A,Water Quality Monitoring Station,AR_11010001_024,-10484814.45,4292552.351
1827,WHI0099,W Fork White River on CR69/Wilson Hollow Rd near Greenland,36.02,-94.14,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0099#display,72,11010001,WHI0099,A,Water Quality Monitoring Station,AR_11010001_024,-10479693.169,4302835.451
1828,WHI0100,W Fork White River on CR55/Dead Horse Mountain Rd,36.05,-94.12,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0100#display,72,11010001,WHI0100,A,Water Quality Monitoring Station,AR_11010001_024,-10477268.416,4307586.725
1829,WHI0101,M Fork White River on CR119/Vance Pashal Rd,35.87,-94.01,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0101#display,72,11010001,WHI0101,A,Water Quality Monitoring Station,AR_11010001_926,-10465254.209,4282664.13
1830,WHI0102,M Fork White River on CR32/Trace Branch Rd,35.95,-94.06,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0102#display,72,11010001,WHI0102,A,Water Quality Monitoring Station,AR_11010001_926,-10470593.762,4293946.58
1831,WHI0103,Middle Fork White River on CR51/S Harris Dr SW of Elkins,36.01,-94.07,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0103#display,72,11010001,WHI0103,A,Water Quality Monitoring Station,AR_11010001_026,-10471491.473,4302548.803
1832,WHI0104,White River on CR112 at St. Paul,35.83,-93.76,BOMT,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0104#display,44,11010001,WHI0104,A,Water Quality Monitoring Station,AR_11010001_029,-10437587.394,4276726.919
1833,WHI0105,White River off SR16 on CR5430 near Crosses,35.88,-93.91,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0105#display,44,11010001,WHI0105,A,Water Quality Monitoring Station,AR_11010001_924,-10453825.171,4283820.726
1834,WHI0106,White River off SR16 on CR183 at Durham,35.96,-93.98,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0106#display,72,11010001,WHI0106,A,Water Quality Monitoring Station,AR_11010001_924,-10461694.791,4294569.792
1835,WHI0106B,White River off SR16 on CR49/Springston Ford Rd N of Durham,35.97,-93.98,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0106B#display,72,11010001,WHI0106B,A,Water Quality Monitoring Station,AR_11010001_924,-10462276.562,4297033.088
1836,WHI0107,White River on SR74 at Elkins,36.03,-94.02,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0107#display,72,11010001,WHI0107,A,Water Quality Monitoring Station,AR_11010001_027,-10466043.21,4304834.325
1837,WHI0108,Richland Creek on Hwy 303 SE of Wesley,36.01,-93.89,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0108#display,44,11010001,WHI0108,A,Water Quality Monitoring Station,AR_11010001_030,-10451632.279,4301957.157
1838,WHI0109,Richland Creek on CR79/Goshen Tuttle Rd near Tuttle,36.05,-93.97,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0109#display,72,11010001,WHI0109,A,Water Quality Monitoring Station,AR_11010001_030,-10461166.527,4307312.032
1839,WHI0110,Richland Creek on SR45/W Bowen Blvd near Goshen,36.10,-94.01,BOMT,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0110#display,72,11010001,WHI0110,A,Water Quality Monitoring Station,AR_11010001_030,-10464849.094,4314917.267
1840,WHI0111,Brush Creek on SR295 S of Hindsville,36.11,-93.90,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0111#display,44,11010001,WHI0111,A,Water Quality Monitoring Station,AR_11010001_033,-10453192.445,4315248.395
1841,WHI0112,Brush Creek on CR368/Spring Valley Rd near Mayfield,36.13,-93.95,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0112#display,72,11010001,WHI0112,A,Water Quality Monitoring Station,AR_11010001_033,-10458678.077,4319020.797
1842,WHI0113,War Eagle Creek off SR23 on CR5551 near S of Huntsville,36.01,-93.71,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0113#display,44,11010001,WHI0113,A,Water Quality Monitoring Station,AR_11010001_060,-10431872.452,4301571.843
1843,WHI0114,War Eagle Creek off Hwy 412 on CR1650 NE of Huntsville,36.12,-93.69,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0114#display,44,11010001,WHI0114,A,Water Quality Monitoring Station,AR_11010001_060,-10430080.429,4317339.457
1844,WHI0115,War Eagle Creek on CR40 N of Huntsville,36.16,-93.76,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0115#display,44,11010001,WHI0115,A,Water Quality Monitoring Station,AR_11010001_035,-10437282.498,4322811.874
1845,WHI0116,War Eagle Creek at SR45 N of Hindsville,36.20,-93.86,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0116#display,44,11010001,WHI0116,A,Water Quality Monitoring Station,AR_11010001_034,-10448103.436,4328411.256
1846,WHI0117,War Eagle Creek at CR526/Fate Anderson Rd N of Spring Valley,36.23,-93.90,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0117#display,72,11010001,WHI0117,A,Water Quality Monitoring Station,AR_11010001_034,-10453031.928,4332043.489
1847,WHI0118,War Eagle Creek on CR98 at War Eagle,36.27,-93.94,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0118#display,04,11010001,WHI0118,A,Water Quality Monitoring Station,AR_11010001_034,-10457728.56,4337502.295
1848,WHI0119,Clifty Creek on CR529/Gar Hole Rd N of Spring Valley,36.24,-93.91,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0119#display,04,11010001,WHI0119,A,Water Quality Monitoring Station,AR_11010001_934,-10453739.395,4333602.866
1849,WHI0120,Kings River on CR144 S of Kingston,35.99,-93.54,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0120#display,44,11010001,WHI0120,A,Water Quality Monitoring Station,AR_11010001_042,-10412595.878,4298841.962
1850,WHI0121,Kings River on SR21 N of Kingston,36.09,-93.54,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0121#display,44,11010001,WHI0121,A,Water Quality Monitoring Station,AR_11010001_042,-10413015.433,4312778.859
1851,WHI0122,Kings River on CR1919 W of Marble,36.14,-93.59,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0122#display,44,11010001,WHI0122,A,Water Quality Monitoring Station,AR_11010001_042,-10418703.199,4320357.963
1852,WHI0123,Kings River on CR25 N of Alabam,36.19,-93.65,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0123#display,44,11010001,WHI0123,A,Water Quality Monitoring Station,AR_11010001_042,-10425249.608,4326645.847
1853,WHI0124,Kings River on Hwy 221 SW of Berryville,36.31,-93.66,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0124#display,08,11010001,WHI0124,A,Water Quality Monitoring Station,AR_11010001_040,-10426551.587,4344011.509
1854,WHI0125,Kings River on CR306/329 W of Pleasant Valley,36.39,-93.66,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0125#display,08,11010001,WHI0125,A,Water Quality Monitoring Station,AR_11010001_038,-10426150.718,4354336.323
1855,WHI0126,Piney Creek off CR2607 W of Metalton,36.25,-93.60,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0126#display,45,11010001,WHI0126,A,Water Quality Monitoring Station,AR_11010001_044,-10419271.382,4335256.201
1856,WHI0127,Dry Fork Creek on CR516 W OF Metalton,36.21,-93.61,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0127#display,08,11010001,WHI0127,A,Water Quality Monitoring Station,AR_11010001_043,-10421174.664,4329004.879
1857,WHI0128,Osage Creek on CR933 SE of Oage,36.16,-93.32,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0128#display,08,11010001,WHI0128,A,Water Quality Monitoring Station,AR_11010001_047,-10388577.66,4322457.377
1858,WHI0129,Osage Creek at Hwy 412 NW of Osage,36.19,-93.42,BOMT,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0129#display,08,11010001,WHI0129,A,Water Quality Monitoring Station,AR_11010001_045,-10398929.784,4326618.488
1859,WHI0130,Osage Creek on SR103 NE of Metalton,36.25,-93.45,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0130#display,08,11010001,WHI0130,A,Water Quality Monitoring Station,AR_11010001_045,-10402362.658,4335233.56
1860,WHI0131,Osage Creek on CR741 SE of Berryville,36.32,-93.52,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0131#display,08,11010001,WHI0131,A,Water Quality Monitoring Station,AR_11010001_045,-10410319.755,4344082.13
1861,WHI0132,"Long Creek on Cemetary Rd S, S of Alpena",36.27,-93.29,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0132#display,05,11010001,WHI0132,A,Water Quality Monitoring Station,AR_11010001_056,-10385340.976,4337837.806
1862,WHI0133,Long Creek on Long Creek Rd N of Alpena,36.34,-93.28,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0133#display,05,11010001,WHI0133,A,Water Quality Monitoring Station,AR_11010001_056,-10383960.864,4347657.441
1863,WHI0134,Long Creek on CR811 N of Alpena,36.39,-93.32,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0134#display,08,11010001,WHI0134,A,Water Quality Monitoring Station,AR_11010001_056,-10387968.713,4354419.145
1864,WHI0135,Dry Creek on CR814 N of Alpena,36.38,-93.33,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0135#display,08,11010001,WHI0135,A,Water Quality Monitoring Station,AR_11010001_055,-10389048.174,4353727.592
1865,WHI0136,Yocum Creek on CR625 N of Green Forest,36.41,-93.38,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0136#display,08,11010001,WHI0136,A,Water Quality Monitoring Station,AR_11010001_052,-10395225.987,4357793.677
1866,WHI0137,Yocum Creek on CR614 S of Oak Grove,36.45,-93.36,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0137#display,08,11010001,WHI0137,A,Water Quality Monitoring Station,AR_11010001_052,-10392367.241,4363348.452
1867,WHI0138,White River off SR367 1.5 miles East on CR4 12 miles South of Newport,35.49,-91.37,DELT,4C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0138#display,34,11010013,WHI0138,A,Water Quality Monitoring Station,AR_11010013_005,-10171803.033,4230618.058
1868,WHI0139,Hicks Creek 200 yards BL Mountain Home WWTP,36.30,-92.38,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0139#display,03,11010004,WHI0139,A,Water Quality Monitoring Station,AR_11010004_015,-10283884.383,4342063.347
1869,WHI0140,Hicks Creek 100 yards AB Big Creek Confluence,36.28,-92.37,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0140#display,03,11010004,WHI0140,A,Water Quality Monitoring Station,AR_11010004_015,-10282827.004,4338569.431
1870,WHI0141,Big Creek 100 yards AB Hicks Creek Confluence,36.27,-92.37,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0141#display,03,11010004,WHI0141,A,Water Quality Monitoring Station,AR_11010004_915,-10282894.098,4338417.731
1871,WHI0142A,South Fork Spring River on CR80/Sunrise Rd E of Sturkie,36.46,-91.86,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142A#display,25,11010010,WHI0142A,A,Water Quality Monitoring Station,AR_11010010_014,-10226188.001,4363674.744
1872,WHI0142B,Trace Creek on CR31/Sturkie Rd S of Sturkie,36.45,-91.87,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142B#display,25,11010010,WHI0142B,A,Water Quality Monitoring Station,AR_11010010_914,-10227468.746,4362901.292
1873,WHI0142C,Pine Hill Creek at SR395 N of Salem,36.42,-91.83,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142C#display,25,11010010,WHI0142C,A,Water Quality Monitoring Station,,-10222618.391,4358188.402
1874,WHI0142D,Myatt Creek on CR44/Pleasant Valley Rd NW of Fryatt,36.48,-91.70,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142D#display,25,11010010,WHI0142D,A,Water Quality Monitoring Station,AR_11010010_010,-10207598.511,4366791.29
1875,WHI0142E,Myatt Creek at SR289 S of Mammoth Springs,36.41,-91.58,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142E#display,25,11010010,WHI0142E,A,Water Quality Monitoring Station,AR_11010010_010,-10194604.212,4356675.587
1876,WHI0142F,Myatt Creekon CR63 AB Wolf Creek confluence,36.38,-91.56,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142F#display,25,11010010,WHI0142F,A,Water Quality Monitoring Station,AR_11010010_010,-10192570.986,4352591.992
1877,WHI0142G,English Creek on SR289 4 miles SW of Mammoth Springs,36.44,-91.57,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142G#display,25,11010010,WHI0142G,A,Water Quality Monitoring Station,AR_11010010_009,-10193196.072,4362002.788
1878,WHI0142H,English Creek on CR67/English Creek Rd S of Mammoth Springs,36.42,-91.55,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142H#display,25,11010010,WHI0142H,A,Water Quality Monitoring Station,AR_11010010_009,-10191287.693,4358222.177
1879,WHI0142I,Field Creek at Hwy 63 S of Mammoth Spring,36.47,-91.50,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142I#display,25,11010010,WHI0142I,A,Water Quality Monitoring Station,AR_11010010_909,-10185898.033,4365201.751
1880,WHI0142J,Big Creek S of Mammoth Spring,36.43,-91.52,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142J#display,25,11010010,WHI0142J,A,Water Quality Monitoring Station,AR_11010010_908,-10187490.471,4360505.796
1881,WHI0142K,Gut Creek on CR71 N of Hardy,36.38,-91.51,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142K#display,25,11010010,WHI0142K,A,Water Quality Monitoring Station,AR_11010010_906,-10187250.968,4353333.581
1882,WHI0142L,Sugar Creek on Hwy 62 E of Hardy,36.30,-91.43,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142L#display,68,11010010,WHI0142L,A,Water Quality Monitoring Station,AR_11010010_805,-10177665.761,4342368.967
1883,WHI0142M,Jane's Creek on English Bluff Rd NE of Wirth,36.46,-91.34,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142M#display,61,11010010,WHI0142M,A,Water Quality Monitoring Station,AR_11010010_002,-10167374.788,4364541.185
1884,WHI0142N,Jane's Creek on J Bellah Rd N of Ravenden Springs,36.40,-91.26,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142N#display,61,11010010,WHI0142N,A,Water Quality Monitoring Station,AR_11010010_002,-10159444.868,4355774.437
1885,WHI0142O,Jane's Creek on SR90 SW of Ravenden Springs,36.30,-91.23,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142O#display,61,11010010,WHI0142O,A,Water Quality Monitoring Station,AR_11010010_002,-10156016.241,4342383.723
1886,WHI0142P,Martin's Creek on Martin Creek Rd N of Williford,36.28,-91.32,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142P#display,68,11010010,WHI0142P,A,Water Quality Monitoring Station,AR_11010010_004,-10166219.737,4339453.347
1887,WHI0142Q,Jeff Creek CR101/Campbell Rd S of Ravenden,36.24,-91.31,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142Q#display,38,11010010,WHI0142Q,A,Water Quality Monitoring Station,AR_11010010_803,-10165069.784,4333239.605
1888,WHI0142R,Brown's Creek on Hwy 63 W of Ravenden,36.24,-91.27,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142R#display,68,11010010,WHI0142R,A,Water Quality Monitoring Station,AR_11010010_903,-10159994.364,4334222.064
1889,WHI0142S,Wells Creek on Henderson Rd N of Imboden,36.22,-91.18,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142S#display,61,11010010,WHI0142S,A,Water Quality Monitoring Station,AR_11010010_919,-10150111.903,4330674.368
1890,WHI0142T,Chaplin Creek on CR203/Cemetary Rd S of Imboden,36.19,-91.18,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142T#display,38,11010010,WHI0142T,A,Water Quality Monitoring Station,AR_11010010_718,-10149770.484,4326858.96
1891,WHI0142U,Harding Creek on Henderson Rd S of Imboden,36.20,-91.19,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0142U#display,61,11010010,WHI0142U,A,Water Quality Monitoring Station,AR_11010010_818,-10151024.901,4327666.662
